Gemeinde|Art|Landkreis|Bezirk|AGS
Abenberg|Stadt|Roth|Mittelfranken|09-576-111
Abensberg|Stadt|Kelheim|Niederbayern|09-273-111
Absberg|Markt|Weißenburg-Gunzenhausen|Mittelfranken|09-577-111
Abtswind|Markt|Kitzingen|Unterfranken|09-675-111
Achslach|Gemeinde|Regen|Niederbayern|09-276-111
Adelschlag|Gemeinde|Eichstätt|Oberbayern|09-176-111
Adelsdorf|Gemeinde|Erlangen-Höchstadt|Mittelfranken|09-572-111
Adelshofen|Gemeinde|Ansbach|Mittelfranken|09-179-111
Adelshofen|Gemeinde|Fürstenfeldbruck|Oberbayern|09-571-111
Adelsried|Gemeinde|Augsburg|Schwaben|09-772-111
Adelzhausen|Gemeinde|Aichach-Friedberg|Schwaben|09-771-111
Adlkofen|Gemeinde|Landshut|Niederbayern|09-274-111
Affing|Gemeinde|Aichach-Friedberg|Schwaben|09-771-112
Aham|Gemeinde|Landshut|Niederbayern|09-274-112
Aholfing|Gemeinde|Straubing-Bogen|Niederbayern|09-278-112
Aholming|Gemeinde|Deggendorf|Niederbayern|09-271-111
Ahorn|Gemeinde|Coburg|Oberfranken|09-473-112
Ahorntal|Gemeinde|Bayreuth|Oberfranken|09-472-111
Aicha vorm Wald|Gemeinde|Passau|Niederbayern|09-275-111
Aichach|Stadt|Aichach-Friedberg|Schwaben|09-771-113
Aichen|Gemeinde|Günzburg|Schwaben|09-774-166
Aidenbach|Markt|Passau|Niederbayern|09-275-112
Aidhausen|Gemeinde|Haßberge|Unterfranken|09-674-111
Aiglsbach|Gemeinde|Kelheim|Niederbayern|09-273-113
Aindling|Markt|Aichach-Friedberg|Schwaben|09-771-114
Ainring|Gemeinde|Berchtesgadener Land|Oberbayern|09-172-111
Aislingen|Markt|Dillingen an der Donau|Schwaben|09-773-111
Aiterhofen|Gemeinde|Straubing-Bogen|Niederbayern|09-278-113
Aitrang|Gemeinde|Ostallgäu|Schwaben|09-777-111
Albaching|Gemeinde|Rosenheim|Oberbayern|09-187-186
Albertshofen|Gemeinde|Kitzingen|Unterfranken|09-675-112
Aldersbach|Gemeinde|Passau|Niederbayern|09-275-114
Alerheim|Gemeinde|Donau-Ries|Schwaben|09-779-111
Alesheim|Gemeinde|Weißenburg-Gunzenhausen|Mittelfranken|09-577-113
Aletshausen|Gemeinde|Günzburg|Schwaben|09-774-111
Alfeld|Gemeinde|Nürnberger Land|Mittelfranken|09-574-111
Allersberg|Markt|Roth|Mittelfranken|09-576-113
Allershausen|Gemeinde|Freising|Oberbayern|09-178-113
Alling|Gemeinde|Fürstenfeldbruck|Oberbayern|09-179-113
Allmannshofen|Gemeinde|Augsburg|Schwaben|09-772-114
Altdorf|Markt|Landshut|Niederbayern|09-274-113
Altdorf bei Nürnberg|Stadt|Nürnberger Land|Mittelfranken|09-574-112
Alteglofsheim|Gemeinde|Regensburg|Oberpfalz|09-375-113
Altenbuch|Gemeinde|Miltenberg|Unterfranken|09-676-111
Altendorf|Gemeinde|Bamberg|Oberfranken|09-376-112
Altendorf|Gemeinde|Schwandorf|Oberpfalz|09-471-111
Altenkunstadt|Gemeinde|Lichtenfels|Oberfranken|09-478-111
Altenmarkt an der Alz|Gemeinde|Traunstein|Oberbayern|09-189-111
Altenmünster|Gemeinde|Augsburg|Schwaben|09-772-115
Altenstadt (Iller)|Markt|Neu-Ulm|Schwaben|09-775-111
Altenstadt|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-111
Altenstadt an der Waldnaab|Gemeinde|Neustadt an der Waldnaab|Oberpfalz|09-374-111
Altenthann|Gemeinde|Regensburg|Oberpfalz|09-375-114
Altertheim|Gemeinde|Würzburg|Unterfranken|09-679-165
Altfraunhofen|Gemeinde|Landshut|Niederbayern|09-274-114
Althegnenberg|Gemeinde|Fürstenfeldbruck|Oberbayern|09-179-114
Altmannstein|Markt|Eichstätt|Oberbayern|09-176-112
Altomünster|Markt|Dachau|Oberbayern|09-174-111
Altusried|Markt|Oberallgäu|Schwaben|09-780-112
Altötting|Stadt|Altötting|Oberbayern|09-171-111
Alzenau|Stadt|Aschaffenburg|Unterfranken|09-671-111
Amberg|Gemeinde|Unterallgäu|Schwaben|09-778-111
Amerang|Gemeinde|Rosenheim|Oberbayern|09-187-113
Amerdingen|Gemeinde|Donau-Ries|Schwaben|09-779-112
Ammerndorf|Markt|Fürth|Mittelfranken|09-573-111
Ammerthal|Gemeinde|Amberg-Sulzbach|Oberpfalz|09-371-111
Amorbach|Stadt|Miltenberg|Unterfranken|09-676-112
Ampfing|Gemeinde|Mühldorf am Inn|Oberbayern|09-183-112
Andechs|Gemeinde|Starnberg|Oberbayern|09-188-117
Anger (Berchtesgadener Land)|Gemeinde|Berchtesgadener Land|Oberbayern|09-172-112
Antdorf|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-113
Anzing|Gemeinde|Ebersberg|Oberbayern|09-175-111
Apfeldorf|Gemeinde|Landsberg am Lech|Oberbayern|09-181-111
Apfeltrach|Gemeinde|Unterallgäu|Schwaben|09-778-113
Arberg|Markt|Ansbach|Mittelfranken|09-571-113
Aresing|Gemeinde|Neuburg-Schrobenhausen|Oberbayern|09-185-113
Arnbruck|Gemeinde|Regen|Niederbayern|09-276-113
Arnschwang|Gemeinde|Cham|Oberpfalz|09-372-112
Arnstein|Stadt|Main-Spessart|Unterfranken|09-677-114
Arnstorf|Markt|Rottal-Inn|Niederbayern|09-277-111
Arrach|Gemeinde|Cham|Oberpfalz|09-372-113
Arzberg|Stadt|Wunsiedel im Fichtelgebirge|Oberfranken|09-479-112
Asbach-Bäumenheim|Gemeinde|Donau-Ries|Schwaben|09-779-115
Ascha|Gemeinde|Straubing-Bogen|Niederbayern|09-278-116
Aschau am Inn|Gemeinde|Mühldorf am Inn|Oberbayern|09-183-113
Aschau im Chiemgau|Gemeinde|Rosenheim|Oberbayern|09-187-114
Aschheim|Gemeinde|München|Oberbayern|09-184-112
Aßling|Gemeinde|Ebersberg|Oberbayern|09-175-112
Attenhofen|Gemeinde|Kelheim|Niederbayern|09-273-115
Attenkirchen|Gemeinde|Freising|Oberbayern|09-178-115
Atting|Gemeinde|Straubing-Bogen|Niederbayern|09-278-117
Au in der Hallertau|Markt|Freising|Oberbayern|09-178-116
Aub|Stadt|Würzburg|Unterfranken|09-679-114
Aubstadt|Gemeinde|Rhön-Grabfeld|Unterfranken|09-673-113
Auerbach|Gemeinde|Deggendorf|Niederbayern|09-271-113
Auerbach in der Oberpfalz|Stadt|Amberg-Sulzbach|Oberpfalz|09-371-113
Aufhausen|Gemeinde|Regensburg|Oberpfalz|09-375-115
Aufseß|Gemeinde|Bayreuth|Oberfranken|09-472-115
Auhausen|Gemeinde|Donau-Ries|Schwaben|09-779-117
Aura an der Saale|Gemeinde|Bad Kissingen|Unterfranken|09-672-111
Aura im Sinngrund|Gemeinde|Main-Spessart|Unterfranken|09-677-116
Aurach|Gemeinde|Ansbach|Mittelfranken|09-571-114
Aurachtal|Gemeinde|Erlangen-Höchstadt|Mittelfranken|09-572-114
Außernzell|Gemeinde|Deggendorf|Niederbayern|09-271-114
Aying|Gemeinde|München|Oberbayern|09-184-137
Aystetten|Gemeinde|Augsburg|Schwaben|09-772-117
Baar|Gemeinde|Aichach-Friedberg|Schwaben|09-771-176
Baar-Ebenhausen|Gemeinde|Pfaffenhofen an der Ilm|Oberbayern|09-186-113
Babenhausen|Markt|Unterallgäu|Schwaben|09-778-115
Babensham|Gemeinde|Rosenheim|Oberbayern|09-187-116
Bach an der Donau|Gemeinde|Regensburg|Oberpfalz|09-375-116
Bachhagel|Gemeinde|Dillingen an der Donau|Schwaben|09-773-112
Bächingen an der Brenz|Gemeinde|Dillingen an der Donau|Schwaben|09-773-113
Bad Abbach|Markt|Kelheim|Niederbayern|09-273-116
Bad Aibling|Stadt|Rosenheim|Oberbayern|09-187-117
Bad Alexandersbad|Gemeinde|Wunsiedel im Fichtelgebirge|Oberfranken|09-479-111
Bad Bayersoien|Gemeinde|Garmisch-Partenkirchen|Oberbayern|09-180-113
Bad Berneck im Fichtelgebirge|Stadt|Bayreuth|Oberfranken|09-472-116
Bad Birnbach|Markt|Rottal-Inn|Niederbayern|09-277-113
Bad Bocklet|Markt|Bad Kissingen|Unterfranken|09-672-112
Bad Brückenau|Stadt|Bad Kissingen|Unterfranken|09-672-113
Bad Endorf|Markt|Rosenheim|Oberbayern|09-187-128
Bad Feilnbach|Gemeinde|Rosenheim|Oberbayern|09-187-129
Bad Füssing|Gemeinde|Passau|Niederbayern|09-275-116
Bad Griesbach im Rottal|Stadt|Passau|Niederbayern|09-275-124
Bad Grönenbach|Markt|Unterallgäu|Schwaben|09-778-144
Bad Heilbrunn|Gemeinde|Bad Tölz-Wolfratshausen|Oberbayern|09-173-111
Bad Hindelang|Markt|Oberallgäu|Schwaben|09-780-123
Bad Kissingen|Große Kreisstadt|Bad Kissingen|Unterfranken|09-672-114
Bad Kohlgrub|Gemeinde|Garmisch-Partenkirchen|Oberbayern|09-180-112
Bad Königshofen im Grabfeld|Stadt|Rhön-Grabfeld|Unterfranken|09-673-141
Bad Kötzting|Stadt|Cham|Oberpfalz|09-372-137
Bad Neustadt an der Saale|Stadt|Rhön-Grabfeld|Unterfranken|09-673-114
Bad Reichenhall|Große Kreisstadt|Berchtesgadener Land|Oberbayern|09-172-114
Bad Rodach|Stadt|Coburg|Oberfranken|09-473-158
Bad Staffelstein|Stadt|Lichtenfels|Oberfranken|09-478-165
Bad Steben|Markt|Hof|Oberfranken|09-475-112
Bad Tölz|Stadt|Bad Tölz-Wolfratshausen|Oberbayern|09-173-112
Bad Wiessee|Gemeinde|Miesbach|Oberbayern|09-182-111
Bad Windsheim|Stadt|Aisch-Bad Windsheim|Mittelfranken|09-575-112
Bad Wörishofen|Stadt|Unterallgäu|Schwaben|09-778-116
Baierbach|Gemeinde|Landshut|Niederbayern|09-274-118
Baierbrunn|Gemeinde|München|Oberbayern|09-184-113
Baiern|Gemeinde|Ebersberg|Oberbayern|09-175-113
Baiersdorf|Stadt|Erlangen-Höchstadt|Mittelfranken|09-572-115
Baisweil|Gemeinde|Ostallgäu|Schwaben|09-777-114
Balderschwang|Gemeinde|Oberallgäu|Schwaben|09-780-113
Balzhausen|Gemeinde|Günzburg|Schwaben|09-774-115
Barbing|Gemeinde|Regensburg|Oberpfalz|09-375-117
Bärnau|Stadt|Tirschenreuth|Oberpfalz|09-377-112
Bastheim|Gemeinde|Rhön-Grabfeld|Unterfranken|09-673-116
Baudenbach|Markt|Aisch-Bad Windsheim|Mittelfranken|09-575-113
Baunach|Stadt|Bamberg|Oberfranken|09-471-115
Bayerbach|Gemeinde|Rottal-Inn|Niederbayern|09-277-112
Bayerbach bei Ergoldsbach|Gemeinde|Landshut|Niederbayern|09-274-119
Bayerisch Eisenstein|Gemeinde|Regen|Niederbayern|09-276-115
Bayerisch Gmain|Gemeinde|Berchtesgadener Land|Oberbayern|09-172-115
Bayrischzell|Gemeinde|Miesbach|Oberbayern|09-182-112
Bechhofen|Markt|Ansbach|Mittelfranken|09-571-115
Bechtsrieth|Gemeinde|Neustadt an der Waldnaab|Oberpfalz|09-374-170
Beilngries|Stadt|Eichstätt|Oberbayern|09-176-114
Bellenberg|Gemeinde|Neu-Ulm|Schwaben|09-775-115
Benediktbeuern|Gemeinde|Bad Tölz-Wolfratshausen|Oberbayern|09-173-113
Benningen|Gemeinde|Unterallgäu|Schwaben|09-778-118
Beratzhausen|Markt|Regensburg|Oberpfalz|09-375-118
Berching|Stadt|Neumarkt in der Oberpfalz|Oberpfalz|09-373-112
Berchtesgaden|Markt|Berchtesgadener Land|Oberbayern|09-172-116
Berg (Starnberger See)|Gemeinde|Starnberg|Oberbayern|09-188-113
Berg|Gemeinde|Hof|Oberfranken|09-475-113
Berg bei Neumarkt in der Oberpfalz|Gemeinde|Neumarkt in der Oberpfalz|Oberpfalz|09-373-113
Berg im Gau|Gemeinde|Neuburg-Schrobenhausen|Oberbayern|09-185-116
Bergen (Chiemgau)|Gemeinde|Traunstein|Oberbayern|09-189-113
Bergen|Gemeinde|Weißenburg-Gunzenhausen|Mittelfranken|09-577-115
Bergheim|Gemeinde|Neuburg-Schrobenhausen|Oberbayern|09-185-118
Bergkirchen|Gemeinde|Dachau|Oberbayern|09-174-113
Berglern|Gemeinde|Erding|Oberbayern|09-177-112
Bergrheinfeld|Gemeinde|Schweinfurt|Unterfranken|09-678-115
Bergtheim|Gemeinde|Würzburg|Unterfranken|09-679-117
Bernau am Chiemsee|Gemeinde|Rosenheim|Oberbayern|09-187-118
Bernbeuren|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-114
Berngau|Gemeinde|Neumarkt in der Oberpfalz|Oberpfalz|09-373-114
Bernhardswald|Gemeinde|Regensburg|Oberpfalz|09-375-119
Bernried|Gemeinde|Deggendorf|Niederbayern|09-271-116
Bernried am Starnberger See|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-115
Bessenbach|Gemeinde|Aschaffenburg|Unterfranken|09-671-112
Betzenstein|Stadt|Bayreuth|Oberfranken|09-472-118
Betzigau|Gemeinde|Oberallgäu|Schwaben|09-780-114
Beutelsbach|Gemeinde|Passau|Niederbayern|09-275-117
Biberbach|Markt|Augsburg|Schwaben|09-772-121
Bibertal|Gemeinde|Günzburg|Schwaben|09-774-119
Biburg|Gemeinde|Kelheim|Niederbayern|09-273-119
Bichl|Gemeinde|Bad Tölz-Wolfratshausen|Oberbayern|09-173-115
Bidingen|Gemeinde|Ostallgäu|Schwaben|09-777-118
Biebelried|Gemeinde|Kitzingen|Unterfranken|09-675-113
Bieberehren|Gemeinde|Würzburg|Unterfranken|09-679-118
Biessenhofen|Gemeinde|Ostallgäu|Schwaben|09-777-112
Bindlach|Gemeinde|Bayreuth|Oberfranken|09-472-119
Binswangen|Gemeinde|Dillingen an der Donau|Schwaben|09-773-116
Birgland|Gemeinde|Amberg-Sulzbach|Oberpfalz|09-371-116
Birkenfeld|Gemeinde|Main-Spessart|Unterfranken|09-677-119
Bischberg|Gemeinde|Bamberg|Oberfranken|09-471-117
Bischbrunn|Gemeinde|Main-Spessart|Unterfranken|09-677-120
Bischofsgrün|Gemeinde|Bayreuth|Oberfranken|09-472-121
Bischofsheim an der Rhön|Stadt|Rhön-Grabfeld|Unterfranken|09-673-117
Bischofsmais|Gemeinde|Regen|Niederbayern|09-276-116
Bischofswiesen|Gemeinde|Berchtesgadener Land|Oberbayern|09-172-117
Bissingen|Markt|Dillingen an der Donau|Schwaben|09-773-117
Blaibach|Gemeinde|Cham|Oberpfalz|09-372-115
Blaichach|Gemeinde|Oberallgäu|Schwaben|09-780-115
Blankenbach|Gemeinde|Aschaffenburg|Unterfranken|09-671-113
Blindheim|Gemeinde|Dillingen an der Donau|Schwaben|09-773-119
Böbing|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-117
Bobingen|Stadt|Augsburg|Schwaben|09-772-125
Böbrach|Gemeinde|Regen|Niederbayern|09-276-118
Bockhorn|Gemeinde|Erding|Oberbayern|09-177-113
Bodenkirchen|Gemeinde|Landshut|Niederbayern|09-274-120
Bodenmais|Markt|Regen|Niederbayern|09-276-117
Bodenwöhr|Gemeinde|Schwandorf|Oberpfalz|09-376-116
Bodolz|Gemeinde|Lindau (Bodensee)|Schwaben|09-776-111
Bogen|Stadt|Straubing-Bogen|Niederbayern|09-278-118
Böhen|Gemeinde|Unterallgäu|Schwaben|09-778-119
Böhmfeld|Gemeinde|Eichstätt|Oberbayern|09-176-116
Bolsterlang|Gemeinde|Oberallgäu|Schwaben|09-780-116
Bonstetten|Gemeinde|Augsburg|Schwaben|09-772-126
Boos|Gemeinde|Unterallgäu|Schwaben|09-778-120
Brand|Gemeinde|Tirschenreuth|Oberpfalz|09-377-113
Brannenburg|Gemeinde|Rosenheim|Oberbayern|09-187-120
Breitbrunn|Gemeinde|Haßberge|Unterfranken|09-674-118
Breitbrunn am Chiemsee|Gemeinde|Rosenheim|Oberbayern|09-187-121
Breitenberg|Gemeinde|Passau|Niederbayern|09-275-118
Breitenbrunn|Markt|Neumarkt in der Oberpfalz|Oberpfalz|09-373-115
Breitenbrunn|Gemeinde|Unterallgäu|Schwaben|09-778-121
Breitengüßbach|Gemeinde|Bamberg|Oberfranken|09-471-119
Breitenthal|Gemeinde|Günzburg|Schwaben|09-774-117
Brennberg|Gemeinde|Regensburg|Oberpfalz|09-375-120
Bruck|Gemeinde|Ebersberg|Oberbayern|09-175-114
Bruck in der Oberpfalz|Markt|Schwandorf|Oberpfalz|09-376-117
Bruckberg|Gemeinde|Ansbach|Mittelfranken|09-571-122
Bruckberg|Gemeinde|Landshut|Niederbayern|09-274-194
Bruckmühl|Markt|Rosenheim|Oberbayern|09-187-122
Brunn|Gemeinde|Regensburg|Oberpfalz|09-375-122
Brunnen|Gemeinde|Neuburg-Schrobenhausen|Oberbayern|09-185-123
Brunnthal|Gemeinde|München|Oberbayern|09-184-114
Bubenreuth|Gemeinde|Erlangen-Höchstadt|Mittelfranken|09-572-119
Bubesheim|Gemeinde|Günzburg|Schwaben|09-774-118
Buch|Markt|Neu-Ulm|Schwaben|09-775-118
Buch am Buchrain|Gemeinde|Erding|Oberbayern|09-177-114
Buch am Erlbach|Gemeinde|Landshut|Niederbayern|09-274-121
Buch am Wald|Gemeinde|Ansbach|Mittelfranken|09-571-125
Buchbach|Markt|Mühldorf am Inn|Oberbayern|09-183-114
Buchbrunn|Gemeinde|Kitzingen|Unterfranken|09-675-114
Buchdorf|Gemeinde|Donau-Ries|Schwaben|09-779-126
Büchenbach|Gemeinde|Roth|Mittelfranken|09-576-117
Buchenberg|Markt|Oberallgäu|Schwaben|09-780-117
Buchhofen|Gemeinde|Deggendorf|Niederbayern|09-271-118
Büchlberg|Gemeinde|Passau|Niederbayern|09-275-119
Buchloe|Stadt|Ostallgäu|Schwaben|09-777-121
Buckenhof|Gemeinde|Erlangen-Höchstadt|Mittelfranken|09-572-120
Bundorf|Gemeinde|Haßberge|Unterfranken|09-674-120
Burgau|Stadt|Günzburg|Schwaben|09-774-121
Burgberg im Allgäu|Gemeinde|Oberallgäu|Schwaben|09-780-118
Burgbernheim|Stadt|Aisch-Bad Windsheim|Mittelfranken|09-575-115
Burgebrach|Markt|Bamberg|Oberfranken|09-471-120
Burggen|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-118
Burghaslach|Markt|Aisch-Bad Windsheim|Mittelfranken|09-575-116
Burghausen|Stadt|Altötting|Oberbayern|09-171-112
Burgheim|Markt|Neuburg-Schrobenhausen|Oberbayern|09-185-125
Burgkirchen an der Alz|Gemeinde|Altötting|Oberbayern|09-171-113
Burgkunstadt|Stadt|Lichtenfels|Oberfranken|09-478-116
Burglauer|Gemeinde|Rhön-Grabfeld|Unterfranken|09-673-186
Burglengenfeld|Stadt|Schwandorf|Oberpfalz|09-376-119
Burgoberbach|Gemeinde|Ansbach|Mittelfranken|09-571-127
Burgpreppach|Markt|Haßberge|Unterfranken|09-674-121
Burgsalach|Gemeinde|Weißenburg-Gunzenhausen|Mittelfranken|09-577-120
Burgsinn|Markt|Main-Spessart|Unterfranken|09-677-122
Bürgstadt|Markt|Miltenberg|Unterfranken|09-676-116
Burgthann|Gemeinde|Nürnberger Land|Mittelfranken|09-574-117
Burgwindheim|Markt|Bamberg|Oberfranken|09-471-122
Burk|Gemeinde|Ansbach|Mittelfranken|09-571-128
Burkardroth|Markt|Bad Kissingen|Unterfranken|09-672-117
Burtenbach|Markt|Günzburg|Schwaben|09-774-122
Buttenheim|Markt|Bamberg|Oberfranken|09-471-123
Buttenwiesen|Gemeinde|Dillingen an der Donau|Schwaben|09-773-122
Bütthard|Markt|Würzburg|Unterfranken|09-679-122
Buxheim|Gemeinde|Eichstätt|Oberbayern|09-176-118
Buxheim|Gemeinde|Unterallgäu|Schwaben|09-778-123
Cadolzburg|Markt|Fürth|Mittelfranken|09-573-114
Castell|Gemeinde|Kitzingen|Unterfranken|09-675-116
Cham|Stadt|Cham|Oberpfalz|09-372-116
Chamerau|Gemeinde|Cham|Oberpfalz|09-372-117
Chieming|Gemeinde|Traunstein|Oberbayern|09-189-114
Chiemsee|Gemeinde|Rosenheim|Oberbayern|09-187-123
Collenberg|Gemeinde|Miltenberg|Unterfranken|09-676-117
Colmberg|Markt|Ansbach|Mittelfranken|09-571-130
Creußen|Stadt|Bayreuth|Oberfranken|09-472-127
Dachau|Große Kreisstadt|Dachau|Oberbayern|09-174-115
Dachsbach|Markt|Aisch-Bad Windsheim|Mittelfranken|09-575-117
Daiting|Gemeinde|Donau-Ries|Schwaben|09-779-129
Dammbach|Gemeinde|Aschaffenburg|Unterfranken|09-671-160
Dasing|Gemeinde|Aichach-Friedberg|Schwaben|09-771-122
Deggendorf|Große Kreisstadt|Deggendorf|Niederbayern|09-271-119
Deining|Gemeinde|Neumarkt in der Oberpfalz|Oberpfalz|09-373-119
Deiningen|Gemeinde|Donau-Ries|Schwaben|09-779-130
Deisenhausen|Gemeinde|Günzburg|Schwaben|09-774-124
Denkendorf|Gemeinde|Eichstätt|Oberbayern|09-176-120
Denklingen|Gemeinde|Landsberg am Lech|Oberbayern|09-181-113
Dentlein am Forst|Markt|Ansbach|Mittelfranken|09-571-132
Dettelbach|Stadt|Kitzingen|Unterfranken|09-675-117
Deuerling|Gemeinde|Regensburg|Oberpfalz|09-375-127
Diebach|Gemeinde|Ansbach|Mittelfranken|09-571-134
Diedorf|Markt|Augsburg|Schwaben|09-772-130
Diespeck|Gemeinde|Aisch-Bad Windsheim|Mittelfranken|09-575-118
Dietenhofen|Markt|Ansbach|Mittelfranken|09-181-114
Dietersburg|Markt|Rottal-Inn|Niederbayern|09-571-135
Dietersheim|Gemeinde|Aisch-Bad Windsheim|Mittelfranken|09-277-114
Dieterskirchen|Gemeinde|Schwandorf|Oberpfalz|09-575-119
Dietfurt an der Altmühl|Gemeinde|Neumarkt in der Oberpfalz|Oberpfalz|09-376-122
Dietmannsried|Stadt|Oberallgäu|Schwaben|09-373-121
Dietramszell|Markt|Bad Tölz-Wolfratshausen|Oberbayern|09-780-119
Dießen am Ammersee|Gemeinde|Landsberg am Lech|Oberbayern|09-173-118
Dillingen an der Donau|Große Kreisstadt|Dillingen an der Donau|Schwaben|09-773-125
Dingolfing|Stadt|Dingolfing-Landau|Niederbayern|09-279-112
Dingolshausen|Gemeinde|Schweinfurt|Unterfranken|09-678-122
Dinkelsbühl|Große Kreisstadt|Ansbach|Mittelfranken|09-571-136
Dinkelscherben|Markt|Augsburg|Schwaben|09-772-131
Dirlewang|Markt|Unterallgäu|Schwaben|09-778-127
Dittelbrunn|Gemeinde|Schweinfurt|Unterfranken|09-678-123
Dittenheim|Gemeinde|Weißenburg-Gunzenhausen|Mittelfranken|09-577-122
Döhlau|Gemeinde|Hof|Oberfranken|09-475-120
Dollnstein|Markt|Eichstätt|Oberbayern|09-176-121
Dombühl|Markt|Ansbach|Mittelfranken|09-571-137
Donaustauf|Markt|Regensburg|Oberpfalz|09-375-130
Donauwörth|Große Kreisstadt|Donau-Ries|Schwaben|09-779-131
Donnersdorf|Gemeinde|Schweinfurt|Unterfranken|09-678-124
Dorfen|Stadt|Erding|Oberbayern|09-177-115
Dörfles-Esbach|Gemeinde|Coburg|Oberfranken|09-473-120
Dorfprozelten|Gemeinde|Miltenberg|Unterfranken|09-676-118
Dormitz|Gemeinde|Forchheim|Oberfranken|09-474-119
Drachselsried|Gemeinde|Regen|Niederbayern|09-276-120
Duggendorf|Gemeinde|Regensburg|Oberpfalz|09-375-131
Durach|Gemeinde|Oberallgäu|Schwaben|09-780-120
Dürrlauingen|Gemeinde|Günzburg|Schwaben|09-774-127
Dürrwangen|Markt|Ansbach|Mittelfranken|09-571-139
Ebelsbach|Gemeinde|Haßberge|Unterfranken|09-674-129
Ebensfeld|Markt|Lichtenfels|Oberfranken|09-478-120
Eberfing|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-120
Ebermannsdorf|Gemeinde|Amberg-Sulzbach|Oberpfalz|09-371-118
Ebermannstadt|Stadt|Forchheim|Oberfranken|09-474-121
Ebern|Stadt|Haßberge|Unterfranken|09-674-130
Ebersberg|Stadt|Ebersberg|Oberbayern|09-175-115
Ebersdorf bei Coburg|Gemeinde|Coburg|Oberfranken|09-473-121
Ebershausen|Gemeinde|Günzburg|Schwaben|09-774-129
Ebnath|Gemeinde|Tirschenreuth|Oberpfalz|09-377-115
Ebrach|Markt|Bamberg|Oberfranken|09-471-128
Eching|Gemeinde|Freising|Oberbayern|09-178-120
Eching|Gemeinde|Landshut|Niederbayern|09-274-124
Eching am Ammersee|Gemeinde|Landsberg am Lech|Oberbayern|09-181-115
Eckental|Markt|Erlangen-Höchstadt|Mittelfranken|09-572-121
Eckersdorf|Gemeinde|Bayreuth|Oberfranken|09-472-131
Edelsfeld|Gemeinde|Amberg-Sulzbach|Oberpfalz|09-371-119
Ederheim|Gemeinde|Donau-Ries|Schwaben|09-779-136
Edling|Gemeinde|Rosenheim|Oberbayern|09-187-124
Effeltrich|Gemeinde|Forchheim|Oberfranken|09-474-122
Egenhofen|Gemeinde|Fürstenfeldbruck|Oberbayern|09-179-117
Egg an der Günz|Gemeinde|Unterallgäu|Schwaben|09-778-130
Eggenfelden|Stadt|Rottal-Inn|Niederbayern|09-277-116
Eggenthal|Gemeinde|Ostallgäu|Schwaben|09-777-124
Egglham|Gemeinde|Rottal-Inn|Niederbayern|09-277-117
Egglkofen|Gemeinde|Mühldorf am Inn|Oberbayern|09-183-115
Eggolsheim|Markt|Forchheim|Oberfranken|09-474-123
Eggstätt|Gemeinde|Rosenheim|Oberbayern|09-187-125
Eging am See|Markt|Passau|Niederbayern|09-275-120
Eglfing|Gemeinde|Weilheim-Schongau|Oberbayern|09-190-121
Egling|Gemeinde|Bad Tölz-Wolfratshausen|Oberbayern|09-173-120
Egling an der Paar|Gemeinde|Landsberg am Lech|Oberbayern|09-181-116
Egloffstein|Markt|Forchheim|Oberfranken|09-474-124
Egmating|Gemeinde|Ebersberg|Oberbayern|09-175-116
Egweil|Gemeinde|Eichstätt|Oberbayern|09-176-122
Ehekirchen|Gemeinde|Neuburg-Schrobenhausen|Oberbayern|09-185-127
Ehingen|Gemeinde|Ansbach|Mittelfranken|09-571-141
Ehingen|Gemeinde|Augsburg|Schwaben|09-772-134
Ehingen am Ries|Gemeinde|Donau-Ries|Schwaben|09-779-138
Eibelstadt|Stadt|Würzburg|Unterfranken|09-679-124
Eichenau|Gemeinde|Fürstenfeldbruck|Oberbayern|09-179-118
Eichenbühl|Gemeinde|Miltenberg|Unterfranken|09-676-119
Eichendorf|Markt|Dingolfing-Landau|Niederbayern|09-279-113
Eichstätt|Große Kreisstadt|Eichstätt|Oberbayern|09-176-123
Eiselfing|Gemeinde|Rosenheim|Oberbayern|09-187-126
Eisenberg|Gemeinde|Ostallgäu|Schwaben|09-777-125
Eisenheim|Markt|Würzburg|Unterfranken|09-679-167
Eisingen|Gemeinde|Würzburg|Unterfranken|09-679-126
Eitensheim|Gemeinde|Eichstätt|Oberbayern|09-176-124
Eitting|Gemeinde|Erding|Oberbayern|09-177-116
Elchingen|Gemeinde|Neu-Ulm|Schwaben|09-775-139
Elfershausen|Markt|Bad Kissingen|Unterfranken|09-672-121
Ellgau|Gemeinde|Augsburg|Schwaben|09-772-136
Ellingen|Stadt|Weißenburg-Gunzenhausen|Mittelfranken|09-577-125
Ellzee|Gemeinde|Günzburg|Schwaben|09-774-133
Elsendorf|Gemeinde|Kelheim|Niederbayern|09-273-163
Elsenfeld|Markt|Miltenberg|Unterfranken|09-676-121
Eltmann|Stadt|Haßberge|Unterfranken|09-674-133
Emersacker|Gemeinde|Augsburg|Schwaben|09-772-137
